year_rating,genres,rating
2018,Action|Adventure|Fantasy|Romance|IMAX,3.0
2018,Action|Adventure|Fantasy|Sci-Fi,3.034090909090909
2018,Action|Adventure|Fantasy|Sci-Fi|IMAX,3.4583333333333335
2018,Action|Adventure|Fantasy|Thriller,2.5
2018,Action|Adventure|Horror,1.5
2018,Action|Adventure|Horror|Sci-Fi,4.25
2018,Action|Adventure|Mystery|Romance|Thriller,4.5
2018,Action|Adventure|Mystery|Thriller,3.375
2018,Action|Adventure|Romance,1.5
2018,Action|Adventure|Sci-Fi,3.486666666666667
2018,Action|Adventure|Sci-Fi|IMAX,3.253012048192771
2018,Action|Adventure|Sci-Fi|Thriller,3.456140350877193
2018,Action|Adventure|Sci-Fi|Thriller|IMAX,3.586206896551724
2018,Action|Adventure|Sci-Fi|Thriller|War,3.15
2018,Action|Adventure|Sci-Fi|War|IMAX,2.3333333333333335
2018,Action|Adventure|Thriller,3.204081632653061
2018,Action|Adventure|Thriller|IMAX,3.590909090909091
2018,Action|Adventure|Thriller|War,2.0
2018,Action|Adventure|War,4.5
2018,Action|Adventure|Western,4.1
2018,Action|Adventure|Western|IMAX,1.5
2018,Action|Animation,2.125
2018,Action|Animation|Children|Comedy,3.5
2018,Action|Animation|Children|Comedy|IMAX,3.4375
2018,Action|Animation|Children|Comedy|Sci-Fi|IMAX,3.625
2018,Action|Animation|Children|Crime,3.5
2018,Action|Animation|Children|Sci-Fi,2.75
2018,Action|Animation|Comedy,3.730769230769231
2018,Action|Animation|Comedy|Crime|Drama|Romance|Thriller,2.5
2018,Action|Animation|Comedy|Fantasy,4.0
2018,Action|Animation|Comedy|Horror,3.25
2018,Action|Animation|Comedy|Sci-Fi,3.5
2018,Action|Animation|Crime|Drama,3.0
2018,Action|Animation|Crime|Sci-Fi|Thriller,2.0
2018,Action|Animation|Drama,2.5
2018,Action|Animation|Drama|Fantasy|Sci-Fi,4.25
2018,Action|Animation|Drama|Sci-Fi,3.75
2018,Action|Animation|Fantasy|IMAX,4.0
2018,Action|Animation|Mystery,4.0
2018,Action|Animation|Mystery|IMAX,3.5
2018,Action|Animation|Sci-Fi,3.4
2018,Action|Animation|Sci-Fi|Thriller,4.0
2018,Action|Children,1.0
2018,Action|Children|Comedy|Fantasy|Sci-Fi,3.0
2018,Action|Comedy,2.9779411764705883
2018,Action|Comedy|Crime,3.6285714285714286
2018,Action|Comedy|Crime|Drama,3.5
2018,Action|Comedy|Crime|Drama|Sci-Fi,3.5
2018,Action|Comedy|Crime|Drama|Thriller,3.25
2018,Action|Comedy|Crime|Fantasy,4.0
2018,Action|Comedy|Crime|Fantasy|Thriller|IMAX,2.6666666666666665
2018,Action|Comedy|Crime|Horror,4.0
2018,Action|Comedy|Crime|Mystery,4.0
2018,Action|Comedy|Crime|Romance,2.9
2018,Action|Comedy|Crime|Thriller,3.25
2018,Action|Comedy|Documentary,5.0
2018,Action|Comedy|Drama,2.875
2018,Action|Comedy|Drama|Horror,1.0
2018,Action|Comedy|Fantasy,3.5
2018,Action|Comedy|Fantasy|Horror,4.0
2018,Action|Comedy|Fantasy|Horror|Thriller,1.5
2018,Action|Comedy|Fantasy|IMAX,3.75
2018,Action|Comedy|Fantasy|Musical|Romance,3.1
2018,Action|Comedy|Fantasy|Sci-Fi,4.5
2018,Action|Comedy|Horror,3.357142857142857
2018,Action|Comedy|Horror|Musical,0.5
2018,Action|Comedy|Horror|Sci-Fi,3.5
2018,Action|Comedy|Horror|Sci-Fi|Thriller|Western,2.0
2018,Action|Comedy|Horror|Thriller,4.0
2018,Action|Comedy|IMAX,4.0
2018,Action|Comedy|Musical,4.0
2018,Action|Comedy|Romance,3.3666666666666667
2018,Action|Comedy|Romance|Thriller,3.0
2018,Action|Comedy|Sci-Fi,3.3289473684210527
2018,Action|Comedy|Sci-Fi|IMAX,2.25
2018,Action|Comedy|Sci-Fi|Thriller,3.5
2018,Action|Comedy|Sci-Fi|Western,2.1666666666666665
2018,Action|Comedy|Thriller,3.375
2018,Action|Comedy|Western,1.5
2018,Action|Crime,2.8125
2018,Action|Crime|Drama,3.0
2018,Action|Crime|Drama|IMAX,4.233333333333333
2018,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.25
2018,Action|Crime|Drama|Mystery|Thriller,4.111111111111111
2018,Action|Crime|Drama|Sci-Fi|Thriller,3.625
2018,Action|Crime|Drama|Thriller,4.0
2018,Action|Crime|Drama|Thriller|IMAX,3.25
2018,Action|Crime|Drama|Thriller|War,3.5
2018,Action|Crime|Drama|Western,4.25
2018,Action|Crime|Fantasy,2.375
2018,Action|Crime|Film-Noir|Mystery|Thriller,3.6666666666666665
2018,Action|Crime|Horror,2.5
2018,Action|Crime|Horror|Sci-Fi|Thriller,4.0
2018,Action|Crime|IMAX,3.75
2018,Action|Crime|Mystery|Romance|Thriller,3.5
2018,Action|Crime|Mystery|Sci-Fi|Thriller,3.1666666666666665
2018,Action|Crime|Mystery|Thriller,3.6818181818181817
2018,Action|Crime|Romance|Thriller,2.0
2018,Action|Crime|Sci-Fi,3.1666666666666665
2018,Action|Crime|Sci-Fi|IMAX,1.5
2018,Action|Crime|Sci-Fi|Thriller,5.0
2018,Action|Crime|Thriller,3.688679245283019
2018,Action|Crime|Thriller|IMAX,3.5
2018,Action|Crime|Thriller|Western,5.0
2018,Action|Documentary|Drama|Thriller,3.5
2018,Action|Drama,3.0625
2018,Action|Drama|Fantasy,3.5
2018,Action|Drama|Horror|IMAX,2.5
2018,Action|Drama|Horror|Thriller,3.25
2018,Action|Drama|IMAX,2.0
2018,Action|Drama|Mystery,2.3333333333333335
2018,Action|Drama|Mystery|Sci-Fi|Thriller,3.5
2018,Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.25
2018,Action|Drama|Romance,4.3
2018,Action|Drama|Romance|Sci-Fi,4.0
2018,Action|Drama|Romance|War,3.0
2018,Action|Drama|Sci-Fi,3.4375
2018,Action|Drama|Sci-Fi|IMAX,3.5
2018,Action|Drama|Sci-Fi|Thriller,2.7777777777777777
2018,Action|Drama|Thriller,3.5294117647058822
2018,Action|Drama|Thriller|IMAX,1.5
2018,Action|Drama|Thriller|War,3.25
2018,Action|Drama|Thriller|Western,3.0
2018,Action|Drama|War,4.060975609756097
2018,Action|Drama|Western,3.9
2018,Action|Fantasy|Horror,3.625
2018,Action|Fantasy|Horror|Thriller,3.5714285714285716
2018,Action|Fantasy|Sci-Fi,2.7777777777777777
2018,Action|Fantasy|Sci-Fi|IMAX,0.5
2018,Action|Fantasy|Sci-Fi|Thriller,1.5
2018,Action|Fantasy|Sci-Fi|Thriller|War,0.5
2018,Action|Fantasy|Thriller,1.9
2018,Action|Fantasy|Thriller|IMAX,2.5
2018,Action|Fantasy|War|IMAX,3.1
2018,Action|Horror,2.5833333333333335
2018,Action|Horror|Sci-Fi,2.8636363636363638
2018,Action|Horror|Sci-Fi|IMAX,4.25
2018,Action|Horror|Sci-Fi|Thriller,3.125
2018,Action|Horror|Sci-Fi|Thriller|IMAX,3.5
2018,Action|Horror|Thriller,3.0714285714285716
2018,Action|Mystery|Sci-Fi,2.625
2018,Action|Mystery|Sci-Fi|Thriller,4.0
2018,Action|Mystery|Thriller,3.0
2018,Action|Romance,2.625
2018,Action|Romance|Sci-Fi|Thriller,3.3333333333333335
2018,Action|Sci-Fi,3.231707317073171
2018,Action|Sci-Fi|IMAX,3.2666666666666666
2018,Action|Sci-Fi|Thriller,3.484375
2018,Action|Sci-Fi|Thriller|IMAX,3.4705882352941178
2018,Action|Sci-Fi|Thriller|Western,4.0
2018,Action|Thriller,3.274193548387097
2018,Action|Thriller|War,1.5
2018,Action|War,3.125
2018,Action|Western,2.6666666666666665
2018,Adventure,2.0
2018,Adventure|Animation,3.0
2018,Adventure|Animation|Children,3.8055555555555554
2018,Adventure|Animation|Children|Comedy,3.6147540983606556
2018,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,2.6666666666666665
2018,Adventure|Animation|Children|Comedy|Drama|Fantasy,3.2777777777777777
2018,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.3
2018,Adventure|Animation|Children|Comedy|Fantasy,3.488888888888889
2018,Adventure|Animation|Children|Comedy|Fantasy|IMAX,3.888888888888889
2018,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,4.0
2018,Adventure|Animation|Children|Comedy|Fantasy|Romance,3.3666666666666667
2018,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,3.0833333333333335
2018,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,3.1666666666666665
2018,Adventure|Animation|Children|Comedy|IMAX,3.6
2018,Adventure|Animation|Children|Comedy|Musical,3.9285714285714284
2018,Adventure|Animation|Children|Comedy|Musical|Romance,2.6666666666666665
2018,Adventure|Animation|Children|Comedy|Sci-Fi,2.3333333333333335
2018,Adventure|Animation|Children|Drama,4.2
2018,Adventure|Animation|Children|Drama|Fantasy,3.25
2018,Adventure|Animation|Children|Drama|Musical,4.5
2018,Adventure|Animation|Children|Drama|Musical|IMAX,3.3125
2018,Adventure|Animation|Children|Drama|Sci-Fi,3.75
2018,Adventure|Animation|Children|Fantasy,3.4375
2018,Adventure|Animation|Children|Fantasy|IMAX,3.8823529411764706
2018,Adventure|Animation|Children|Fantasy|Musical,3.6666666666666665
2018,Adventure|Animation|Children|Fantasy|Musical|Romance,1.0
2018,Adventure|Animation|Children|Musical,2.25
2018,Adventure|Animation|Children|Romance|Sci-Fi,4.5
2018,Adventure|Animation|Children|Sci-Fi,3.625
2018,Adventure|Animation|Children|Sci-Fi|IMAX,3.5
2018,Adventure|Animation|Comedy,3.5833333333333335
2018,Adventure|Animation|Comedy|Fantasy|IMAX,3.1666666666666665
2018,Adventure|Animation|Comedy|Fantasy|Musical|Romance,3.2142857142857144
2018,Adventure|Animation|Comedy|Fantasy|Romance,3.5
2018,Adventure|Animation|Comedy|Sci-Fi,4.0
2018,Adventure|Animation|Drama,2.5
2018,Adventure|Animation|Drama|Horror,4.0
2018,Adventure|Animation|Fantasy,4.1
2018,Adventure|Animation|Fantasy|Romance,4.5
2018,Adventure|Animation|Fantasy|Sci-Fi,2.0
2018,Adventure|Animation|Romance,4.5
2018,Adventure|Animation|Sci-Fi,3.5
2018,Adventure|Children,1.0
2018,Adventure|Children|Comedy,2.9444444444444446
2018,Adventure|Children|Comedy|Drama,2.0
2018,Adventure|Children|Comedy|Drama|Fantasy|Sci-Fi,4.0
2018,Adventure|Children|Comedy|Fantasy,3.9444444444444446
2018,Adventure|Children|Comedy|Fantasy|IMAX,2.3333333333333335
2018,Adventure|Children|Comedy|Fantasy|Musical,2.75
2018,Adventure|Children|Comedy|Fantasy|Mystery,5.0
2018,Adventure|Children|Comedy|Fantasy|Sci-Fi,4.0
2018,Adventure|Children|Comedy|Musical,3.5
2018,Adventure|Children|Comedy|Mystery,4.25
2018,Adventure|Children|Comedy|Sci-Fi,0.5
2018,Adventure|Children|Drama,2.142857142857143
2018,Adventure|Children|Drama|Fantasy|IMAX,2.7
2018,Adventure|Children|Drama|Sci-Fi,4.0
2018,Adventure|Children|Fantasy,3.5384615384615383
2018,Adventure|Children|Fantasy|Musical,4.25
2018,Adventure|Children|Fantasy|Sci-Fi,3.1666666666666665
2018,Adventure|Children|Musical,2.5
2018,Adventure|Children|Sci-Fi,3.0
2018,Adventure|Comedy,3.1666666666666665
2018,Adventure|Comedy|Crime,2.6666666666666665
2018,Adventure|Comedy|Crime|Drama|Mystery|Thriller,2.5
2018,Adventure|Comedy|Crime|Romance,3.5
2018,Adventure|Comedy|Drama,3.8333333333333335
2018,Adventure|Comedy|Drama|Fantasy|Romance,3.0
2018,Adventure|Comedy|Fantasy,3.111111111111111
2018,Adventure|Comedy|Fantasy|Horror,2.0
2018,Adventure|Comedy|Fantasy|Romance,3.5
2018,Adventure|Comedy|Fantasy|Sci-Fi,2.5
2018,Adventure|Comedy|Horror,2.5
2018,Adventure|Comedy|Horror|Romance,4.5
2018,Adventure|Comedy|Musical,2.6666666666666665
2018,Adventure|Comedy|Musical|Sci-Fi,4.0
2018,Adventure|Comedy|Mystery,3.5
2018,Adventure|Comedy|Mystery|Romance,3.0
2018,Adventure|Comedy|Romance,3.4166666666666665
2018,Adventure|Comedy|Romance|War,3.5
2018,Adventure|Comedy|Sci-Fi,3.4166666666666665
2018,Adventure|Comedy|Sci-Fi|Thriller,1.5
2018,Adventure|Comedy|Sci-Fi|Western,3.0
2018,Adventure|Comedy|Western,2.75
2018,Adventure|Crime|Drama,3.0
2018,Adventure|Crime|Thriller,2.5
2018,Adventure|Drama,3.7222222222222223
2018,Adventure|Drama|Fantasy,3.5416666666666665
2018,Adventure|Drama|Fantasy|IMAX,4.0
2018,Adventure|Drama|Fantasy|Romance,2.8333333333333335
2018,Adventure|Drama|Fantasy|Romance|IMAX,1.5
2018,Adventure|Drama|Fantasy|Sci-Fi,3.75
2018,Adventure|Drama|Horror|Mystery|Thriller,2.0
2018,Adventure|Drama|IMAX,3.15
2018,Adventure|Drama|Romance,2.75
2018,Adventure|Drama|Romance|Sci-Fi,3.5
2018,Adventure|Drama|Sci-Fi,3.775
2018,Adventure|Drama|Thriller,2.9285714285714284
2018,Adventure|Drama|Thriller|IMAX,4.0
2018,Adventure|Drama|War,3.7
2018,Adventure|Drama|War|Western,2.5
2018,Adventure|Drama|Western,3.5
2018,Adventure|Fantasy,3.8981481481481484
2018,Adventure|Fantasy|IMAX,3.9464285714285716
2018,Adventure|Fantasy|Musical,5.0
2018,Adventure|Fantasy|Musical|Romance,3.5
2018,Adventure|Fantasy|Mystery|Romance|IMAX,4.055555555555555
2018,Adventure|Fantasy|Sci-Fi,3.0
2018,Adventure|Fantasy|Thriller|IMAX,4.125
2018,Adventure|Film-Noir|Sci-Fi|Thriller,4.5
2018,Adventure|Mystery|Sci-Fi|Thriller,3.8333333333333335
2018,Adventure|Romance,2.0
2018,Adventure|Romance|Sci-Fi|IMAX,2.75
2018,Adventure|Sci-Fi,2.9444444444444446
2018,Adventure|Sci-Fi|Thriller,3.9
2018,Adventure|Thriller,4.5
2018,Adventure|War|Western,2.0
2018,Adventure|Western,3.0
2018,Animation,4.204545454545454
2018,Animation|Children,3.3076923076923075
2018,Animation|Children|Comedy,3.490566037735849
2018,Animation|Children|Comedy|Crime,3.2142857142857144
2018,Animation|Children|Comedy|Drama|Fantasy,2.0
2018,Animation|Children|Comedy|Fantasy,4.3
2018,Animation|Children|Comedy|Fantasy|Musical,1.5
2018,Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,3.5
2018,Animation|Children|Comedy|Horror,2.0
2018,Animation|Children|Comedy|IMAX,3.5833333333333335
2018,Animation|Children|Comedy|Musical,3.5555555555555554
2018,Animation|Children|Comedy|Musical|Romance,3.125
2018,Animation|Children|Comedy|Musical|Sci-Fi,2.0
2018,Animation|Children|Comedy|Romance,2.75
2018,Animation|Children|Drama,4.035714285714286
2018,Animation|Children|Drama|Fantasy,3.8333333333333335
2018,Animation|Children|Drama|Fantasy|IMAX,2.5
2018,Animation|Children|Drama|Musical|Romance,3.5
2018,Animation|Children|Fantasy,3.5
2018,Animation|Children|Fantasy|IMAX,3.375
2018,Animation|Children|Fantasy|Musical,3.8
2018,Animation|Children|Fantasy|Musical|Romance,3.5
2018,Animation|Children|Fantasy|Musical|Romance|IMAX,3.5
2018,Animation|Children|Fantasy|Mystery,1.5
2018,Animation|Children|Musical,3.0
2018,Animation|Children|Mystery,5.0
2018,Animation|Comedy,3.4305555555555554
2018,Animation|Comedy|Drama,5.0
2018,Animation|Comedy|Drama|Fantasy|Sci-Fi,5.0
2018,Animation|Comedy|Drama|Romance|Sci-Fi,3.0
2018,Animation|Comedy|Fantasy,4.125
2018,Animation|Comedy|Fantasy|Musical,5.0
2018,Animation|Comedy|Fantasy|Musical|Romance,3.7
2018,Animation|Comedy|Horror|IMAX,2.0
2018,Animation|Comedy|Horror|Musical,2.0
2018,Animation|Comedy|Musical,3.0
2018,Animation|Comedy|Romance,3.0
2018,Animation|Comedy|Sci-Fi,4.357142857142857
2018,Animation|Crime|Drama,5.0
2018,Animation|Drama,3.6
2018,Animation|Drama|Fantasy,3.25
2018,Animation|Drama|Fantasy|Romance,4.0
2018,Animation|Drama|Romance,3.7
2018,Animation|Drama|Sci-Fi,3.0
2018,Animation|Drama|War,3.25
2018,Animation|Fantasy,3.0
2018,Animation|Fantasy|Horror|Mystery,4.0
2018,Animation|Fantasy|Horror|Sci-Fi,2.0
2018,Animation|Fantasy|Musical|IMAX,3.25
2018,Animation|Fantasy|Mystery,3.8333333333333335
2018,Animation|Fantasy|Sci-Fi|War,2.0
2018,Animation|Fantasy|Thriller,4.25
2018,Animation|Horror|Mystery,2.5
2018,Animation|Mystery|Sci-Fi,3.0
2018,Animation|Romance,4.5
2018,Animation|Sci-Fi,4.166666666666667
2018,Animation|Sci-Fi|IMAX,3.0
2018,Children,2.0
2018,Children|Comedy,2.7027027027027026
2018,Children|Comedy|Drama,2.9166666666666665
2018,Children|Comedy|Drama|Fantasy,3.0
2018,Children|Comedy|Drama|Musical|Romance,1.0
2018,Children|Comedy|Drama|Mystery,4.0
2018,Children|Comedy|Fantasy,3.6470588235294117
2018,Children|Comedy|Fantasy|Horror,2.25
2018,Children|Comedy|Fantasy|Musical,3.3
2018,Children|Comedy|Fantasy|Sci-Fi,3.0
2018,Children|Comedy|Musical,2.5
2018,Children|Comedy|Romance,2.5
2018,Children|Comedy|Romance|Sci-Fi,1.5
2018,Children|Comedy|Sci-Fi,4.5
2018,Children|Drama,2.625
2018,Children|Drama|Fantasy,3.5
2018,Children|Drama|Fantasy|Mystery,2.5
2018,Children|Drama|Fantasy|Romance,4.25
2018,Children|Drama|Mystery,3.625
2018,Children|Drama|Sci-Fi,4.25
2018,Children|Fantasy,3.0
2018,Children|Musical,1.5
2018,Comedy,3.1212962962962965
2018,Comedy|Crime,3.3417721518987342
2018,Comedy|Crime|Drama,3.6379310344827585
2018,Comedy|Crime|Drama|Musical,3.0
2018,Comedy|Crime|Drama|Romance,3.8333333333333335
2018,Comedy|Crime|Drama|Romance|Thriller,3.75
2018,Comedy|Crime|Drama|Sci-Fi|Thriller,1.5
2018,Comedy|Crime|Drama|Thriller,4.260869565217392
2018,Comedy|Crime|Fantasy,5.0
2018,Comedy|Crime|Horror,1.0
2018,Comedy|Crime|Horror|Thriller,5.0
2018,Comedy|Crime|Mystery,3.75
2018,Comedy|Crime|Mystery|Romance|Thriller,2.5
2018,Comedy|Crime|Mystery|Thriller,4.25
2018,Comedy|Crime|Romance,2.3333333333333335
2018,Comedy|Crime|Romance|Thriller,2.0
2018,Comedy|Crime|Thriller,3.3
2018,Comedy|Documentary,3.642857142857143
2018,Comedy|Documentary|Drama,1.0
2018,Comedy|Documentary|Romance,4.5
2018,Comedy|Drama,3.345890410958904
2018,Comedy|Drama|Fantasy,3.611111111111111
2018,Comedy|Drama|Fantasy|Mystery|Romance,5.0
2018,Comedy|Drama|Fantasy|Romance,3.3214285714285716
2018,Comedy|Drama|Fantasy|Romance|Thriller,4.0
2018,Comedy|Drama|Horror,4.75
2018,Comedy|Drama|Musical,3.0
2018,Comedy|Drama|Musical|Romance,3.0
2018,Comedy|Drama|Musical|Sci-Fi,3.3333333333333335
2018,Comedy|Drama|Mystery,4.75
2018,Comedy|Drama|Romance,3.349264705882353
2018,Comedy|Drama|Romance|War,4.16
2018,Comedy|Drama|Sci-Fi,3.6923076923076925
2018,Comedy|Drama|Thriller,3.5
2018,Comedy|Drama|War,3.642857142857143
2018,Comedy|Fantasy,2.477272727272727
2018,Comedy|Fantasy|Horror,2.75
2018,Comedy|Fantasy|Horror|Musical|Thriller,5.0
2018,Comedy|Fantasy|Horror|Thriller,3.25
2018,Comedy|Fantasy|Romance,3.263157894736842
2018,Comedy|Fantasy|Romance|Sci-Fi,1.5
2018,Comedy|Fantasy|Sci-Fi,3.625
2018,Comedy|Horror,3.2903225806451615
2018,Comedy|Horror|IMAX,3.0
2018,Comedy|Horror|Musical,3.5
2018,Comedy|Horror|Mystery,5.0
2018,Comedy|Horror|Mystery|Thriller,2.2
2018,Comedy|Horror|Romance,3.3333333333333335
2018,Comedy|Horror|Sci-Fi,2.875
2018,Comedy|Horror|Sci-Fi|Thriller,0.5
2018,Comedy|Horror|Thriller,3.875
2018,Comedy|Musical,3.0869565217391304
2018,Comedy|Musical|Romance,2.2777777777777777
2018,Comedy|Musical|Sci-Fi,1.5
2018,Comedy|Musical|War,1.5
2018,Comedy|Mystery,2.125
2018,Comedy|Mystery|Romance|Thriller,3.0
2018,Comedy|Mystery|Thriller,3.1666666666666665
2018,Comedy|Romance,3.204225352112676
2018,Comedy|Romance|Sci-Fi,3.6666666666666665
2018,Comedy|Romance|Sci-Fi|Thriller,2.0
2018,Comedy|Romance|Thriller,4.5
2018,Comedy|Sci-Fi,2.85
2018,Comedy|Sci-Fi|War,4.0
2018,Comedy|Thriller,2.25
2018,Comedy|War,3.0454545454545454
2018,Comedy|Western,3.75
2018,Crime,4.25
2018,Crime|Documentary,4.0
2018,Crime|Drama,3.8266129032258065
2018,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,3.5
2018,Crime|Drama|Film-Noir,3.6666666666666665
2018,Crime|Drama|Film-Noir|Mystery|Thriller,3.6666666666666665
2018,Crime|Drama|Film-Noir|Thriller,4.5
2018,Crime|Drama|Horror|Mystery,3.0
2018,Crime|Drama|Horror|Mystery|Thriller,3.0
2018,Crime|Drama|Horror|Thriller,4.0
2018,Crime|Drama|Mystery,3.357142857142857
2018,Crime|Drama|Mystery|Romance|Thriller,2.0
2018,Crime|Drama|Mystery|Thriller,3.7333333333333334
2018,Crime|Drama|Romance,2.8
2018,Crime|Drama|Romance|Thriller,4.0
2018,Crime|Drama|Romance|War,3.0
2018,Crime|Drama|Sci-Fi|Thriller,3.2142857142857144
2018,Crime|Drama|Thriller,3.7125
2018,Crime|Fantasy|Horror,5.0
2018,Crime|Film-Noir|Mystery|Thriller,3.7
2018,Crime|Film-Noir|Thriller,4.0
2018,Crime|Horror,3.9
2018,Crime|Horror|Mystery|Thriller,3.4285714285714284
2018,Crime|Horror|Thriller,3.8461538461538463
2018,Crime|Mystery,5.0
2018,Crime|Mystery|Thriller,3.716666666666667
2018,Crime|Sci-Fi|Thriller,3.0
2018,Crime|Thriller,3.4318181818181817
2018,Crime|Western,1.0
2018,Documentary,3.777173913043478
2018,Documentary|Drama,2.5
2018,Documentary|Drama|Thriller,2.5
2018,Documentary|Fantasy,3.0
2018,Documentary|Musical,3.0
2018,Documentary|War,4.25
2018,Drama,3.370639534883721
2018,Drama|Fantasy,3.1666666666666665
2018,Drama|Fantasy|Horror|Romance|Thriller,1.5
2018,Drama|Fantasy|Horror|Thriller,3.0
2018,Drama|Fantasy|Musical|Romance,4.0
2018,Drama|Fantasy|Mystery|Romance,3.888888888888889
2018,Drama|Fantasy|Romance,3.607142857142857
2018,Drama|Fantasy|Romance|Sci-Fi,4.75
2018,Drama|Fantasy|Romance|Thriller,1.75
2018,Drama|Fantasy|Sci-Fi,3.5
2018,Drama|Fantasy|Thriller,4.0
2018,Drama|Horror,2.7
2018,Drama|Horror|Musical|Thriller,3.5
2018,Drama|Horror|Mystery,3.727272727272727
2018,Drama|Horror|Mystery|Sci-Fi|Thriller,5.0
2018,Drama|Horror|Mystery|Thriller,3.2777777777777777
2018,Drama|Horror|Romance|Thriller,2.5
